x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros,num_falhas
1122.0,1134.0,313348.0,313360.0,100,119.0,16.0,12.0,10350.0,111.0,1362.0,True,False,80.0,70.97893824655083,0.3348,0.1736,1.0,0.0088,0.75,1.0,0.5437345673990785,0.5437345673990785,0.5,2.0756,1.0792,1.0792,0.0,0.2583,56,False,False,False,False,True,True,False,2
1144.0,1158.0,113260.0,113277.0,100,168.0,26.0,17.0,15146.0,140.0,1372.0,False,True,40.0,85.14049919248501,0.3119,0.4958,0.8235,0.0102,0.5385,1.0,0.2123255806366426,0.2123255806366426,1.0,2.0792,1.1461,1.2305,0.1765,0.3945,117,False,False,False,False,True,False,True,2
1579.0,1592.0,562576.0,562633.0,100,515.0,32.0,57.0,41622.0,108.0,1632.0,False,True,125.0,61.81493680326344,0.049,0.305,0.2281,0.008,0.4063,1.0,-0.1687400327682802,-0.1687400327682802,1.0,2.7118,1.1139,1.7559,0.7719,0.9491,46,True,False,False,False,False,False,False,1
149.0,633.0,2811847.0,2811861.0,100,219.0,43.0,21.0,26683.0,134.0,1358.0,False,True,40.0,78.21779610999663,0.2194,0.5399,0.4118,0.025,0.7907,0.6667,0.1897223217166563,1.1897223217166564,0.0,2.3404,1.5315,1.1461,-0.5882,0.761,109,False,False,True,False,False,False,False,1
767.0,80.0,1457758.0,3859266.0,100,143.0,15.0,15.0,12193.0,126.0,1364.0,True,False,200.0,71.47570950257446,0.0997,0.2056,0.8,0.0088,0.8,1.0,0.2917663348880189,0.2917663348880189,1.0,2.1553,1.0792,1.1761,0.2,0.3068,56,False,False,False,False,False,True,False,1
1328.0,633.0,1457758.0,1772598.0,100,64.0,14.0,19.0,7486.0,126.0,1358.0,False,True,40.0,78.40355439714912,0.0353,0.4074,0.3333,0.0044,0.4286,0.9474,0.1865429886651589,0.1865429886651589,1.0,1.8062,0.7782,1.2553,0.6667,0.215,111,False,False,False,True,True,False,False,2
626.0,633.0,2071945.0,2071956.0,100,76.0,14.0,11.0,8063.0,126.0,1362.0,True,False,120.0,81.01246098823975,0.9192,0.2323,0.8182,0.0066,0.6429,1.0,-0.4710674159671369,-0.4710674159671369,1.0,1.8808,0.9542,1.0414,0.1818,0.2051,1001,True,False,False,False,False,False,False,1
621.0,632.0,2086004.0,2086116.0,100,733.0,75.0,112.0,81625.0,127.0,1364.0,False,True,100.0,79.01551733964934,0.9106,0.405,0.0982,0.0081,0.1467,1.0,-0.2181411527474605,-0.2181411527474605,1.0,2.8651,1.0414,2.0492,0.9018,0.998,788,False,False,False,False,True,False,False,1
1343.0,1351.0,46714.0,46725.0,100,56.0,11.0,11.0,5729.0,117.0,1362.0,True,False,70.0,77.33848601935054,0.0161,0.3636,0.7273,0.0059,0.7273,1.0,-0.0742555906654514,-0.0742555906654514,1.0,1.7482,0.9031,1.0414,0.2727,0.1934,90,False,False,False,False,False,False,True,1
61.0,78.0,1036126.0,1036161.0,100,265.0,25.0,40.0,26694.0,116.0,1356.0,True,False,70.0,81.65582585102854,0.09,0.5546,0.4857,0.0125,0.3617,0.875,0.977669971269986,-0.0223300287300138,1.0,2.4232,1.2305,1.5441,0.5143,0.8756,86,False,True,False,False,False,False,False,1
450.0,466.0,11741476.0,11741833.0,100,3319.0,221.0,357.0,363821.0,133.0,1360.0,False,True,40.0,97.49903972291658,0.6618,0.4189,0.0448,0.0118,0.0724,1.0,0.1862016292652034,0.1862016292652034,1.0,3.521,1.2041,2.5527,0.9552,1.0,37,True,False,False,False,False,False,False,1
572.0,584.0,228293.0,1312948.0,100,341.0,25.0,43.0,44484.0,140.0,1362.0,False,True,40.0,92.73886026820938,0.8399,0.3392,0.2791,0.0088,0.3077,1.0,0.0533103002799761,0.0533103002799761,1.0,2.5327,1.0792,1.6335,0.7209,0.8061,121,False,False,False,False,False,True,False,1
9055.0,930.0,561832.0,1312948.0,100,88.0,11.0,10.0,14538.0,183.0,1387.0,False,True,70.0,76.62283077582025,0.659,0.2,0.9091,0.0079,1.0,1.0,-0.4006033076130303,0.5993966923869696,0.0,1.9445,1.0414,1.0,-0.0909,0.2173,134,False,False,True,False,False,False,False,1
360.0,998.0,4601186.0,4601217.0,100,11797.0,705.0,225.0,1290423.0,252.0,1358.0,True,False,100.0,87.25016203379178,0.5302,0.4035,0.0486,0.4698,0.905,0.1378,-0.0190324198128993,0.0491659036430681,0.0,4.0718,2.8048,1.4914,-0.9514,1.0,78,False,False,False,False,False,False,True,1
559.0,592.0,274608.0,1312948.0,100,460.0,52.0,41.0,54324.0,134.0,1694.0,True,False,80.0,86.7601163076717,0.66,0.3939,0.697,0.0195,0.6346,0.561,-0.1090963055346168,-0.0830644307320241,0.0,2.6628,1.5185,1.3617,-0.303,0.9546,103,False,False,False,False,False,True,False,1
837.0,868.0,753061.0,753089.0,100,212.0,56.0,37.0,27232.0,142.0,1364.0,False,True,50.0,76.20930294416435,0.7273,0.7558,0.9032,0.0227,0.5536,0.7568,0.1679371343793119,0.1679371343793119,0.0,2.3263,1.4914,1.4472,-0.0968,0.9775,119,False,False,False,False,False,False,True,1
1537.0,182.0,13934476.0,1804048.0,100,69.0,12.0,9.0,8210.0,143.0,1688.0,True,False,70.0,79.68231574396721,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.3242342176663865,0.3242342176663865,0.0,1.8389,1.0414,0.9542,-0.1818,0.2051,99,False,False,False,False,False,False,True,1
1329.0,633.0,1508691.0,1508724.0,100,74.0,12.0,33.0,8995.0,127.0,1364.0,False,True,40.0,85.37516091616594,0.0296,0.2525,0.0909,0.0022,0.25,1.0,0.2501766463646712,0.2501766463646712,1.0,1.8692,0.4771,1.5185,0.9091,0.2051,112,False,False,False,False,True,False,True,2
5865.0,1056.0,4348498.0,4348516.0,100,146.0,44.0,28.0,16861.0,134.0,1362.0,True,False,70.0,72.69658765825359,0.4493,0.6756,0.72,0.0184,0.5682,0.6429,0.137754023768531,0.137754023768531,0.0,2.1644,1.3979,1.2553,-0.28,0.7281,790,False,False,False,False,True,True,False,2
74.0,90.0,4293514.0,779308.0,100,1506.0,46.0,167.0,180215.0,143.0,1687.0,False,True,150.0,77.59403561219945,0.0877,0.4261,0.0976,0.0095,0.3478,0.982,0.1216784425694484,0.2557553066421312,1.0,3.1778,1.2041,2.2148,0.9024,1.0,53,True,False,False,True,True,False,False,3
39.0,72.0,1338367.0,1338402.0,100,677.0,114.0,79.0,86417.0,140.0,1400.0,False,True,40.0,78.02319507274723,0.0557,0.4139,0.9429,0.0236,0.2895,0.443,0.0479947848236394,0.1475741569656326,1.0,2.8306,1.5185,1.5441,0.0571,0.9966,120,False,False,True,False,True,False,False,2
1910.0,206.0,4649858.0,4649920.0,100,5814.0,262.0,137.0,617639.0,127.0,1358.0,False,True,70.0,77.3032003827548,0.0604,0.4317,0.3758,0.1215,0.6298,0.4525,0.1288854657397757,1.1288854657397758,0.0,3.7645,2.2175,1.7924,-0.6242,1.0,44,False,False,True,False,True,False,False,2
357.0,370.0,1483879.0,1483901.0,100,130.0,25.0,25.0,13185.0,117.0,1358.0,True,False,70.0,76.90965974295405,0.5258,0.5454,0.5909,0.0096,0.5,0.88,1.0623063061489333,0.0623063061489333,1.0,2.1139,1.1139,1.3424,0.4091,0.4729,90,False,True,False,False,False,False,False,1
480.0,633.0,1263623.0,1263637.0,100,114.0,15.0,14.0,12221.0,125.0,1687.0,True,False,70.0,84.42183621402688,0.5691,0.3214,0.8571,0.0071,0.8,1.0,0.081473651158612,0.081473651158612,1.0,2.0569,1.0792,1.1461,0.1429,0.2901,80,False,False,False,False,False,True,False,1
1314.0,1333.0,3149494.0,3149542.0,100,566.0,28.0,49.0,49867.0,127.0,1364.0,False,True,40.0,80.26489751278575,0.0779,0.3794,0.3958,0.0137,0.6786,0.9796,-0.3830245727460928,0.6169754272539072,1.0,2.7528,1.2787,1.6812,0.6042,0.9831,70,False,False,True,False,False,False,False,1
9583.0,986.0,1457758.0,2563708.0,100,93.0,25.0,11.0,9363.0,119.0,1690.0,True,False,70.0,86.39336604243422,0.8331,0.3496,0.8461,0.0077,0.9286,1.0,-0.3243169621224787,-0.3243169621224787,0.0,1.9685,1.1139,1.0414,-0.1539,0.257,75,False,False,False,False,False,True,False,1
1628.0,1638.0,589740.0,589752.0,100,87.0,15.0,12.0,8047.0,109.0,1692.0,True,False,60.0,105.20127610020468,0.0638,0.275,0.8333,0.0059,0.6667,1.0,-0.2560028757450482,-0.2987502713457073,1.0,1.9395,1.0,1.0792,0.1667,0.2288,82,False,False,False,False,True,True,False,2
1075.0,1084.0,385913.0,385922.0,100,54.0,12.0,10.0,6634.0,133.0,1366.0,False,True,185.0,74.64972383771808,0.4129,0.3333,1.0,0.0066,0.75,0.9,-0.0118665461569965,-0.0118665461569965,0.5,1.7324,0.9542,0.9542,0.0,0.1862,114,False,False,False,False,False,False,True,1
780.0,804.0,3746641.0,3746649.0,100,99.0,30.0,18.0,13131.0,143.0,1378.0,False,True,40.0,82.17688304184918,0.8331,0.4844,0.3333,0.0174,0.8,0.4444,0.2044502092117873,0.2044502092117873,0.0,1.9956,1.3802,0.9031,-0.6667,0.3241,125,False,False,False,False,False,False,True,1
41.0,196.0,1494534.0,1494716.0,100,12729.0,634.0,404.0,1482862.0,143.0,1400.0,False,True,40.0,85.08581034300786,0.0586,0.5488,0.8516,0.1107,0.2445,0.4505,0.0084955128391383,1.0084955128391384,1.0,4.1048,2.1903,2.2601,0.1484,1.0,29,False,False,True,False,False,False,False,1
767.0,1061.0,4019353.0,4019368.0,100,117.0,23.0,17.0,11880.0,118.0,1362.0,True,False,80.0,90.91936481370142,0.442,0.5667,0.8333,0.0132,0.7826,0.8824,-0.3068223295553239,-0.3733625681197508,0.0,2.0682,1.2553,1.1761,-0.1667,0.4465,89,False,False,False,False,True,True,False,2
832.0,856.0,2634932.0,310597.0,100,335.0,39.0,31.0,35066.0,127.0,1690.0,True,False,70.0,84.34455090381438,0.9846,0.5347,0.8,0.0142,0.6154,0.9677,0.2814851417927993,0.2814851417927993,1.0,2.525,1.3802,1.4771,0.2,0.9419,82,False,False,False,False,True,True,False,2
759.0,768.0,3896732.0,3896740.0,100,54.0,10.0,8.0,6028.0,127.0,1690.0,True,False,70.0,69.07149231124613,0.8982,0.25,0.8889,0.0053,0.9,1.0,-0.1548134184652121,-0.1548134184652121,0.0,1.7324,0.9542,0.9031,-0.1111,0.1773,90,False,False,False,False,True,True,False,2
1729.0,189.0,2215354.0,2215404.0,100,4881.0,239.0,110.0,513464.0,127.0,1404.0,False,True,70.0,73.37582157490478,0.0584,0.3404,0.3378,0.1054,0.6192,0.4545,0.028836233082295,1.028836233082295,0.0,3.6885,2.1703,1.699,-0.6622,1.0,40,False,False,True,False,False,False,False,1
767.0,1027.0,155255.0,155262.0,100,62.0,31.0,9.0,7479.0,132.0,1360.0,True,False,100.0,81.4645595366795,0.4897,0.6457,0.28,0.0184,0.8065,0.7778,-0.1386825866115127,-0.1386825866115127,0.0,1.7924,1.3979,0.8451,-0.72,0.2998,114,False,False,False,True,True,False,False,2
408.0,415.0,195003.0,195029.0,100,111.0,14.0,27.0,16728.0,158.0,1353.0,False,True,100.0,73.09141228162571,0.6031,0.3901,0.2692,0.0052,0.5,0.963,-0.1303488682296946,-0.1303488682296946,1.0,2.0453,0.8451,1.415,0.7308,0.3097,144,False,False,False,True,False,False,True,2
1095.0,1102.0,3028545.0,3028556.0,100,168.0,8.0,11.0,17836.0,123.0,1467.0,True,False,120.0,65.23571138531966,0.4976,0.4675,0.6364,0.0048,0.875,1.0,-0.0927516370405918,-0.0927516370405918,1.0,1.6128,0.8451,1.0414,0.3636,0.1822,100,False,False,False,False,False,True,False,1
215.0,340.0,109058.0,1312948.0,100,3630.0,173.0,100.0,292575.0,108.0,1666.0,False,True,40.0,71.93615356259288,0.2581,0.395,0.384,0.075,0.7225,0.48,0.8528989451272189,1.329321373443776,0.0,3.5599,2.0969,1.6812,-0.616,1.0,35,False,False,True,False,False,False,False,1
1256.0,161.0,157419.0,157529.0,100,2463.0,262.0,168.0,312375.0,140.0,1360.0,False,True,70.0,71.9903704978395,0.1515,0.614,0.5273,0.0426,0.2214,0.6548,0.0299056696211277,0.121016011793345,1.0,3.3915,1.7634,2.0414,0.4727,1.0,733,False,False,True,False,True,False,False,2
147.0,172.0,2975077.0,2975090.0,100,170.0,28.0,24.0,20714.0,132.0,1356.0,False,True,40.0,69.90629481820673,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.3767268376720562,1.3767268376720565,0.0,2.2304,1.3979,1.1139,-0.48,0.5378,114,False,False,True,False,True,False,False,2
6032.0,790.0,4569159.0,4569177.0,100,4307.0,361.0,123.0,361568.0,118.0,1360.0,True,False,70.0,105.2675206080277,0.6544,0.3064,0.0522,0.2537,0.9557,0.1463,-0.2683821906658512,-0.2683821906658512,0.0,3.6342,2.5378,1.2553,-0.9478,1.0,64,False,False,False,False,False,False,True,1
2134.0,291.0,1457758.0,1488885.0,100,204.0,38.0,22.0,23155.0,126.0,1362.0,False,True,70.0,83.1529543091419,0.3979,0.4632,0.95,0.0147,0.5263,0.8636,-0.0560614932484077,-0.0560614932484077,0.0,2.3096,1.301,1.2787,-0.05,0.6268,105,False,False,False,False,True,False,True,2
15266.0,1556.0,4531981.0,625516.0,100,260.0,25.0,20.0,21865.0,110.0,1364.0,True,False,70.0,81.1556889017765,0.1608,0.2353,0.85,0.01,0.7083,1.0,-0.1319193174822524,-0.1319193174822524,1.0,2.415,1.2305,1.301,0.15,0.5626,52,False,False,False,True,False,True,False,2
576.0,583.0,4235272.0,4235283.0,100,60.0,11.0,24.0,6887.0,127.0,1364.0,True,False,80.0,89.1950589204439,0.699,0.2208,0.6364,0.0043,0.6364,1.0,0.4340933653061198,0.4340933653061198,1.0,1.7781,0.8451,1.0414,0.3636,0.1822,102,False,False,False,False,False,True,False,1
925.0,934.0,552377.0,552388.0,100,75.0,9.0,11.0,12593.0,180.0,1364.0,False,True,40.0,97.98289207631684,0.6532,0.2424,0.8182,0.0065,1.0,1.0,0.0589664329534723,1.0589664329534725,1.0,1.8751,0.9542,1.0414,0.1818,0.2051,150,False,False,True,False,True,False,False,2
41.0,207.0,15040345.0,2336344.0,100,5724.0,277.0,162.0,588321.0,124.0,1356.0,False,True,40.0,83.86671135288027,0.0605,0.5003,0.4157,0.1224,0.5993,0.4259,0.3095533618405904,1.3095533618405906,0.0,3.7577,2.2201,1.8389,-0.5843,1.0,732,False,False,True,False,True,False,False,2
1567.0,1580.0,385672.0,72355.0,100,326.0,35.0,24.0,31251.0,109.0,1692.0,False,False,300.0,90.17551738165622,0.1324,0.4776,0.2708,0.0077,0.3714,0.9796,-0.4456681119110915,-0.4456681119110915,1.0,2.5132,1.1139,1.6812,0.7292,0.8952,87,False,False,False,False,False,False,True,1
732.0,633.0,177076.0,177087.0,100,136.0,18.0,24.0,27180.0,207.0,1387.0,False,True,40.0,74.97980508061544,0.9185,0.3131,0.6111,0.013,1.0,1.0,0.0445020967495456,0.1424462490566586,0.0,2.1335,1.2553,1.0414,-0.3889,0.3329,192,False,False,True,False,False,False,False,1
682.0,693.0,1620649.0,1620667.0,100,126.0,15.0,18.0,14330.0,133.0,1354.0,False,True,40.0,70.9369186249533,0.9764,0.3636,0.6111,0.0081,0.7333,1.0,0.2668892386870311,0.2668892386870311,1.0,2.1004,1.0414,1.2553,0.3889,0.3329,104,False,False,False,False,False,True,False,1
6379.0,822.0,899659.0,1312948.0,100,18.0,8.0,6.0,2384.0,141.0,1358.0,False,True,70.0,89.09183124193979,0.7894,0.5,1.0,0.0044,0.75,1.0,0.0246851967826272,0.0246851967826272,0.5,1.2553,0.7782,0.7782,0.0,0.1449,127,False,False,False,True,True,False,False,2
243.0,370.0,1457758.0,3658511.0,100,7639.0,462.0,260.0,819375.0,135.0,1666.0,False,True,40.0,88.90028986956423,0.2917,0.5734,0.9007,0.0762,0.2749,0.5423,0.3196441125196053,1.3196441125196057,1.0,3.883,2.1038,2.1492,0.0993,1.0,40,False,False,True,False,True,False,False,2
1538.0,1562.0,830518.0,830524.0,100,51.0,25.0,11.0,4561.0,103.0,1686.0,True,False,211.0,87.9620439728518,0.1471,0.6458,0.25,0.0142,0.96,0.5454,-0.1551865350301116,-0.1551865350301116,0.0,1.7076,1.3802,0.7782,-0.75,0.2583,77,False,False,False,False,True,True,False,2
920.0,928.0,1862719.0,1862728.0,100,52.0,9.0,9.0,5816.0,126.0,1358.0,False,False,40.0,81.25584780764834,0.6333,0.2778,0.8889,0.0059,0.8889,1.0,0.4228042320556739,0.4228042320556739,1.0,1.716,0.9031,0.9542,0.1111,0.1773,101,False,False,False,False,True,True,False,2
254.0,299.0,65006.0,65100.0,100,1695.0,145.0,24.0,159918.0,108.0,1692.0,False,True,300.0,72.20459623293108,0.3002,0.5993,0.4787,0.0266,0.3103,0.7068,0.6896694370857751,0.6896694370857751,1.0,3.2292,1.6532,1.9731,0.5213,1.0,80,False,False,False,False,False,False,True,1
300.0,312.0,2665729.0,2665742.0,100,124.0,12.0,14.0,13351.0,125.0,1364.0,True,False,100.0,75.1944228968801,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,-0.1088515681318977,-0.1088515681318977,1.0,2.0934,1.0792,1.1139,0.0769,0.2739,85,False,False,False,False,True,False,True,2
767.0,633.0,183725.0,183734.0,100,103.0,25.0,13.0,10477.0,111.0,1690.0,False,False,70.0,91.55071673910555,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,-0.1336507564202315,-0.1336507564202315,0.0,2.0128,1.2787,0.9542,-0.5263,0.2942,95,False,False,False,False,True,False,True,2
1538.0,1549.0,789340.0,789352.0,100,100.0,13.0,12.0,9458.0,110.0,1652.0,True,False,80.0,74.09137201469909,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,0.4360153431353102,0.4360153431353102,1.0,2.0,1.0414,1.0792,0.0833,0.2432,77,False,False,False,False,False,False,True,1
860.0,866.0,10624922.0,10624934.0,100,49.0,9.0,13.0,5907.0,132.0,1360.0,False,True,40.0,81.86252675361764,0.7265,0.3194,0.5,0.0044,0.6667,0.9231,0.4738716437192137,0.4738716437192137,1.0,1.6902,0.7782,1.0792,0.5,0.1773,115,False,False,False,False,True,False,True,2
1043.0,1106.0,38383658.0,4163699.0,100,980.0,80.0,46.0,92750.0,133.0,1356.0,False,False,200.0,72.29104857505264,0.3687,0.4444,0.4444,0.0465,0.7875,0.6087,-0.1568580081459804,-0.1568580081459804,0.0,2.9912,1.7993,1.4472,-0.5556,0.9999,24,False,False,False,False,False,False,True,1
767.0,633.0,7430.0,1312948.0,100,513.0,42.0,24.0,62225.0,139.0,1353.0,False,True,50.0,78.08819987683651,0.1419,0.4911,0.7778,0.0266,0.8571,0.9655,-0.1260560451287571,-0.1260560451287571,0.0,2.7101,1.5563,1.4472,-0.2222,0.991,105,False,False,False,False,False,True,False,1
6978.0,1339.0,1457758.0,514011.0,100,2145.0,134.0,201.0,228995.0,133.0,1380.0,False,True,70.0,69.19457231602296,0.0594,0.4012,0.0904,0.013,0.1343,0.9901,0.6613611768337202,1.0481087326171874,1.0,3.3314,1.2553,2.2989,0.9096,1.0,16,True,False,False,False,False,False,False,1
767.0,580.0,532545.0,532556.0,100,110.0,16.0,11.0,11890.0,140.0,1690.0,True,False,70.0,79.25398317990124,0.671,0.2308,0.5454,0.0077,0.8125,1.0,-0.4033351533102831,-0.4033351533102831,0.0,2.0414,1.1139,1.0414,-0.1539,0.257,75,False,False,False,False,False,True,False,1
11952.0,1333.0,1457758.0,75681.0,100,207.0,25.0,39.0,21354.0,124.0,1353.0,False,True,70.0,75.2246231136388,0.0296,0.4103,0.2308,0.0066,0.36,1.0,-0.2755955839452594,-0.2755955839452594,1.0,2.316,0.9542,1.5911,0.7692,0.5805,93,False,False,False,False,True,False,False,1
1094.0,1108.0,75122.0,75139.0,100,197.0,14.0,17.0,22098.0,132.0,1353.0,False,True,185.0,62.93451433963007,0.3622,0.1723,0.8235,0.0104,1.0,1.0,-0.3012422300256203,-0.3012422300256203,1.0,2.2945,1.1461,1.2305,0.1765,0.3945,89,False,False,False,False,True,False,True,2
767.0,212.0,2421444.0,2421508.0,100,5544.0,295.0,159.0,579951.0,125.0,1358.0,False,True,40.0,86.54829171239237,0.0604,0.4934,0.3743,0.1259,0.5797,0.4025,-0.2303392695312385,0.7696607304687615,0.0,3.7438,2.233,1.8062,-0.6257,1.0,43,False,False,True,False,True,False,False,2
247.0,272.0,165496.0,165553.0,100,744.0,72.0,65.0,73055.0,111.0,1692.0,False,True,300.0,86.09314792324749,0.292,0.4779,0.4386,0.0148,0.3472,0.8769,-0.0104054662160343,-0.0104054662160343,1.0,2.8716,1.3979,1.7559,0.5614,0.9994,77,False,False,False,False,False,False,True,1
1287.0,1299.0,1005865.0,1005895.0,100,184.0,25.0,30.0,18593.0,119.0,1650.0,True,False,100.0,80.56130906613146,0.4254,0.4889,0.4,0.0073,0.48,1.0,0.0702644197609562,0.0702644197609562,1.0,2.2648,1.0792,1.4771,0.6,0.5951,85,True,False,False,False,False,False,False,1
1555.0,1570.0,1823955.0,1823987.0,100,285.0,24.0,32.0,29895.0,126.0,1698.0,False,False,90.0,68.7583657962765,0.1508,0.4063,0.4688,0.0088,0.625,1.0,0.465150147844223,0.465150147844223,1.0,2.4548,1.1761,1.5051,0.5313,0.7659,81,True,False,False,False,False,False,False,1
112.0,127.0,33720.0,1312948.0,100,178.0,16.0,17.0,17274.0,125.0,1692.0,False,False,80.0,68.89662071363497,0.1324,0.302,0.8824,0.0089,0.9375,1.0,-0.2995062122216372,-0.2995062122216372,1.0,2.2504,1.1761,1.2305,0.1177,0.4219,69,False,False,False,False,False,True,False,1
8314.0,960.0,1388292.0,1388304.0,100,107.0,15.0,12.0,10416.0,119.0,1690.0,True,False,70.0,103.30574293529828,0.8639,0.3141,0.9231,0.0077,0.8667,1.0,0.2952967195429751,0.2952967195429751,0.0,2.0294,1.1139,1.0792,-0.0769,0.2739,65,False,False,False,False,False,True,False,1
15047.0,1578.0,698409.0,698420.0,100,168.0,12.0,11.0,17836.0,103.0,1652.0,True,False,70.0,53.77917635979878,0.0896,0.1909,0.9091,0.006,0.8333,1.0,-0.0641966532676526,-0.0641966532676526,1.0,1.9494,1.0,1.0414,0.0909,0.2173,782,False,False,False,False,False,False,True,1
10803.0,1334.0,1668998.0,1312948.0,100,73.0,15.0,24.0,8549.0,127.0,1358.0,False,True,70.0,69.09373002488194,0.0353,0.3917,0.1333,0.003,0.2667,1.0,0.2217942162248401,0.4027436596383343,1.0,1.8633,0.6021,1.4771,0.8667,0.2288,109,False,False,False,False,True,False,False,1
1065.0,1080.0,3232524.0,3232534.0,100,105.0,25.0,12.0,10284.0,111.0,1362.0,True,False,80.0,101.49589758044522,0.4141,0.3,0.6667,0.011,0.7143,0.8333,0.2024458476499811,0.2024458476499811,0.0,2.0212,1.1761,1.0,-0.3333,0.266,85,False,False,False,False,False,True,False,1
1159.0,190.0,2254407.0,2254463.0,100,4995.0,232.0,124.0,527906.0,127.0,1364.0,False,True,70.0,104.62621138852258,0.0585,0.4014,0.3758,0.1063,0.6422,0.4516,-0.3368166064686895,0.6631833935313105,1.0,3.6985,2.1732,1.7482,-0.6242,1.0,39,False,False,True,False,False,False,False,1
540.0,563.0,1469856.0,1469884.0,100,373.0,61.0,42.0,42582.0,127.0,1604.0,False,True,40.0,96.99137121500932,0.6733,0.4208,0.8214,0.0143,0.3771,0.6667,0.1147229238552151,0.1147229238552151,1.0,2.5717,1.3617,1.4472,0.1786,0.9071,107,False,False,False,False,True,False,True,2
1198.0,633.0,1246188.0,1246244.0,100,295.0,42.0,56.0,32358.0,126.0,1364.0,False,True,175.0,85.31848297331115,0.2273,0.5211,0.1964,0.0081,0.2619,1.0,1.049935662463917,0.0499356624639168,1.0,2.4698,1.0414,1.7482,0.8036,0.8901,96,False,True,False,False,False,False,False,1
1147.0,1162.0,41184.0,41201.0,100,194.0,16.0,17.0,19202.0,124.0,1373.0,False,True,40.0,73.6358407044604,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,0.1477353792024447,1.1477353792024447,1.0,2.2878,1.1761,1.2305,0.1177,0.4219,68,False,False,True,False,False,False,False,1
248.0,255.0,1457758.0,3568718.0,100,63.0,12.0,14.0,7202.0,127.0,1648.0,True,False,80.0,63.17358085994701,0.301,0.3571,0.5,0.0043,0.5833,1.0,-0.0079159619347567,0.0654869065679839,1.0,1.7993,0.8451,1.1461,0.5,0.204,1242,False,False,False,False,False,True,False,1
10073.0,1305.0,817238.0,817245.0,100,46.0,8.0,8.0,5226.0,133.0,1690.0,True,False,70.0,84.06149952092929,0.4556,0.1786,0.875,0.0047,1.0,0.875,0.7365900419732683,0.7365900419732683,0.0,1.6628,0.9031,0.8451,-0.125,0.1622,97,False,False,False,False,False,True,False,1
1315.0,1321.0,2396372.0,2396392.0,100,58.0,15.0,20.0,7385.0,141.0,1352.0,False,True,40.0,72.3694887044353,0.0459,0.5167,0.3,0.0044,0.4,1.0,-0.1913219952753947,-0.1913219952753947,1.0,1.7634,0.7782,1.301,0.7,0.2288,116,False,False,False,False,True,False,False,1
1247.0,1273.0,120090.0,1312948.0,100,301.0,38.0,46.0,51176.0,182.0,1353.0,False,True,200.0,94.51622244393238,0.1183,0.4211,0.7692,0.0192,0.6842,0.4348,-0.1592990865005452,-0.1592990865005452,0.0,2.4786,1.415,1.301,-0.2308,0.8102,160,False,False,False,False,False,False,True,1
41.0,633.0,1682722.0,1682891.0,100,11711.0,538.0,348.0,1308444.0,135.0,1402.0,False,True,40.0,61.46505242626081,0.0585,0.5411,0.8935,0.1077,0.2807,0.4856,0.1096840065826306,0.2381452705164624,1.0,4.0686,2.179,2.2279,0.1065,1.0,781,False,False,True,False,True,False,False,2
767.0,426.0,2727673.0,2727684.0,100,71.0,13.0,11.0,7264.0,118.0,1623.0,True,False,100.0,82.00425326988994,0.5089,0.5035,0.8461,0.008,1.0,1.0,-0.0285774512884721,0.0351520434423703,0.0,1.8513,1.1139,1.0414,-0.1539,0.257,84,False,False,False,False,True,False,True,2
916.0,1142.0,1457758.0,810291.0,100,1753.0,249.0,132.0,202897.0,135.0,1364.0,False,True,40.0,89.28744476577505,0.3181,0.9275,0.4735,0.1664,0.9076,0.8106,-0.1912161381919553,-0.1912161381919553,0.0,3.2438,2.3541,2.0294,-0.5265,1.0,101,False,False,False,False,False,False,True,1
41.0,213.0,1457758.0,2119881.0,100,6025.0,25.0,147.0,624180.0,124.0,1360.0,False,True,40.0,90.12661128700114,0.0603,0.4063,0.343,0.1265,0.6078,0.4014,0.3567049593322655,1.3567049593322655,0.0,3.78,2.2355,1.7708,-0.657,1.0,39,False,False,True,False,False,False,False,1
16.0,633.0,240377.0,240390.0,100,71.0,12.0,13.0,6820.0,110.0,1356.0,True,False,70.0,88.33629593040419,0.0236,0.3173,0.6154,0.0059,0.6667,1.0,0.0930405055452295,0.2137095525845515,1.0,1.8513,0.9031,1.1139,0.3846,0.2105,86,False,True,False,False,True,False,False,2
